conglome,vivienda,hogar,codperso,ocupinf_t1,ocupinf_t2,sexo,edad,estadocivil,tuvotrabajo,categoria_trabajador,trabajopara,registrosunat,cuentassunat,tipocontrato,numpersonastrabajo,tuvootrotrabajo,normtrabaja,horas_normtrabaja,disponiblehorastrabajar,deseaotrotrabajo,antepasadosconsidera,perteneceindig,lenguamaterna,niveleduc,asiste_educ,usointernet,viviadistrito,padece_enfer,sintoma_malestar,enfermedad,recaida,accidente,notuvoenf,essalud,seguroprivado,eps,seguroffaa,sis,tipovivienda,materialparedes,materialpisos,materialtechos,habitaciones,habitacionesdormir,vivienda_status,viviendatitulo,agua_procedencia,agua_potable,conexionsshh,electricidad,celular,internet,personas_ingresos,personas_hogar,pobreza,periodo,status_inf,tiempotrabajo,alquiler,horastotales_sempasada,ingtrabw
005575,050,11,01,2,2,1,34,1,1,4,5,1,1,2,5,2,2,64,1,2,1,2,4,6,2,1,1,1,1,0,0,0,0,1,2,2,2,2,3,1,5,1,1,0,6,99,1,1,1,1,1,0,2,3,3,2019-2020,0,11,300,18,44076
005575,095,11,04,2,1,1,28,6,1,3,6,1,1,2,1,2,1,47,1,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,4,2,1,1,1,1,1,1,1,3,6,3,2019-2020,1,3,700,47,23133.373
005580,012,11,01,2,2,1,56,2,1,3,6,1,1,1,4,2,1,54,2,2,6,2,4,7,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,2,1,6,4,2,1,1,1,3,1,1,1,3,5,3,2019-2020,0,9,0,54,60428
005580,012,11,02,2,1,2,56,2,1,3,6,1,1,2,1,2,1,27,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,2,1,6,4,2,1,1,1,3,1,1,1,3,5,3,2019-2020,1,8,0,27,14454
005580,012,11,04,2,2,2,32,6,1,3,6,1,1,1,4,2,1,48,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,2,2,1,2,2,1,1,2,1,6,4,2,1,1,1,3,1,1,1,3,5,3,2019-2020,0,4.8333335,0,48,45322
005580,062,11,03,2,2,2,28,6,1,3,6,1,1,2,2,2,1,40,2,2,6,2,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,1,1,6,4,2,1,1,1,1,1,1,1,3,3,3,2019-2020,0,.16666667,0,40,22898
005583,035,11,01,2,2,1,54,1,1,2,99,2,2,99,1,2,1,60,1,2,6,2,4,8,2,2,1,2,0,0,0,0,1,2,2,2,2,1,1,1,5,1,4,3,2,2,1,1,1,1,1,1,3,5,3,2019-2020,0,23,400,60,24115
005589,061,11,01,2,2,2,63,5,1,3,2,99,99,1,5,2,1,20,2,2,6,2,4,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,7,4,2,1,1,1,1,1,1,0,1,1,3,2019-2020,0,37,600,20,25116
005589,076,11,02,2,2,2,54,2,1,3,2,99,99,1,5,2,1,30,2,2,1,1,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,4,2,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,26,499,30,25116
005590,088,11,03,2,2,2,54,6,1,3,2,99,99,1,5,2,1,57,1,2,6,2,4,11,2,1,1,1,1,0,0,0,0,1,2,1,2,2,1,1,3,1,5,3,2,1,1,1,3,1,1,1,4,4,3,2019-2020,0,14,799,57,59743.809
005590,088,11,04,2,2,2,53,6,2,3,6,2,1,2,1,2,2,57,2,2,6,2,4,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,3,1,1,1,4,4,3,2019-2020,0,3.9166667,799,7,14084
005613,078,11,01,2,2,1,31,1,2,4,6,1,1,2,3,2,2,60,2,2,1,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,4,3,2,2,1,1,1,1,1,1,0,1,4,3,2019-2020,0,2.25,150,0,28936
005613,136,11,01,2,1,1,38,1,1,4,6,1,1,2,4,2,1,12,2,2,6,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,1,5,3,2019-2020,1,.25,100,12,59442
005615,075,11,01,2,2,1,28,1,1,4,6,1,1,2,5,2,1,40,2,2,6,2,4,6,2,1,2,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,8,349,40,84924
005615,107,11,02,2,2,1,33,1,2,4,6,1,1,1,4,2,2,84,2,2,1,2,1,6,2,1,2,2,1,0,0,0,0,1,2,2,2,2,1,1,5,4,1,1,3,2,1,1,7,2,1,0,1,4,3,2019-2020,0,6,100,0,44255
005619,009,11,02,2,2,1,27,6,1,3,6,1,1,2,5,2,1,56,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,9,5,2,3,1,2,3,1,1,1,5,8,3,2019-2020,0,1,0,56,53572
005619,009,11,06,2,1,1,36,1,1,3,6,1,1,2,5,2,1,70,2,2,7,1,4,8,2,1,2,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,9,5,2,3,1,2,3,1,1,1,5,8,3,2019-2020,1,3,0,70,86938
005621,118,11,02,2,2,1,24,6,1,4,6,1,1,2,4,2,1,45,2,1,6,1,4,8,2,1,1,1,1,0,0,0,0,1,1,2,2,2,1,1,2,1,5,3,1,99,1,1,1,1,1,1,2,4,3,2019-2020,0,3.5,600,45,31783
005621,152,11,01,2,2,1,45,2,1,4,6,1,1,1,5,2,1,48,2,2,6,2,4,7,2,1,1,2,1,1,0,0,0,1,2,1,2,2,1,1,3,1,7,4,2,1,1,1,1,1,1,1,1,4,3,2019-2020,0,12,1000,48,72434
005623,040,11,02,2,2,1,40,2,1,3,6,1,1,1,1,2,1,60,2,2,6,2,4,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,2,1,4,2,2,1,1,1,1,1,1,1,1,5,3,2019-2020,0,5,600,60,18055
005623,056,11,01,2,2,1,56,2,1,2,99,2,1,99,1,2,2,60,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,2,2,2,2,2,1,1,2,1,6,3,2,1,1,1,1,1,1,1,4,4,3,2019-2020,0,14,0,9,35404
005623,056,11,02,2,2,2,53,2,1,4,6,1,1,1,5,2,1,48,1,2,6,2,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,6,3,2,1,1,1,1,1,1,1,4,4,3,2019-2020,0,16.5,0,48,18903
005623,056,11,03,2,2,2,30,6,1,3,2,99,99,2,5,2,1,31,1,2,6,2,4,11,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,2,1,6,3,2,1,1,1,1,1,1,1,4,4,3,2019-2020,0,3.8333333,0,31,24125
005625,036,11,01,2,2,1,37,1,1,4,6,1,2,2,4,2,1,60,2,2,5,2,4,6,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,3,5,5,2,2,2,2,1,1,1,1,1,0,1,5,2,2019-2020,0,15,30,60,15495
005625,280,11,01,2,1,1,65,2,1,3,6,1,1,1,5,2,1,48,2,2,5,2,4,6,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,4,2,1,2,2,1,1,1,1,1,0,1,1,3,2019-2020,1,9,200,48,32677
005625,362,11,01,2,2,1,37,2,1,3,6,1,1,1,4,1,1,52,2,2,6,2,4,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,3,1,2,1,2,2,1,1,1,1,1,1,1,3,3,2019-2020,0,8,300,52,30064
005626,059,11,01,2,1,1,33,2,1,4,6,1,1,2,4,2,1,84,1,,1,2,4,6,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,2,5,4,1,0,3,2,1,1,1,,1,1,2,4,3,2019-2020,1,1,50,84,26499
005626,059,11,02,2,2,2,34,2,1,3,2,99,99,2,5,1,2,36,1,2,2,2,4,8,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,2,5,4,1,0,3,2,1,1,1,,1,1,2,4,3,2019-2020,0,9.416667,50,31,28207
005626,093,11,03,2,2,2,43,5,1,4,6,1,1,1,4,2,1,78,1,,6,1,4,6,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,4,2,1,1,1,1,1,1,0,4,5,3,2019-2020,0,5.4166665,600,78,32161
005629,015,11,01,2,2,2,34,1,1,4,2,99,99,2,5,1,1,96,2,2,8,2,4,6,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,0,2,5,3,2019-2020,0,.33333334,248,96,30948
005629,015,11,02,2,1,1,35,1,1,4,2,99,99,2,5,1,1,86,2,2,1,2,4,5,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,0,2,5,3,2019-2020,1,.083333336,248,86,64009
005634,106,11,02,2,2,2,45,2,1,2,99,2,2,99,1,2,1,98,2,2,1,2,1,6,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,2,5,3,2019-2020,0,19,500,98,7235
005639,015,11,01,2,2,1,51,2,1,3,6,1,1,2,5,2,1,60,2,2,6,1,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,0,1,3,3,2019-2020,0,13,250,60,32841
005641,004,11,01,2,2,1,52,2,2,4,2,99,99,1,5,2,2,48,1,2,1,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,2,2,1,1,1,1,1,1,0,3,3,3,2019-2020,0,22,500,0,18053
005641,004,11,03,2,2,1,33,5,1,3,1,99,99,1,99,2,1,96,2,2,6,2,4,6,2,1,1,1,0,0,0,0,1,2,2,2,1,2,1,1,3,1,5,2,2,1,1,1,1,1,1,0,3,3,3,2019-2020,0,11,500,96,37929
005641,097,11,01,2,2,1,63,2,1,3,2,99,99,2,5,2,1,40,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,2,2,1,1,1,1,1,1,0,1,4,3,2019-2020,0,3.5,597,40,21921
005646,329,11,02,2,2,1,29,1,1,3,6,1,1,1,4,2,2,77,1,2,1,1,4,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,3,1,3,1,2,2,4,99,7,1,1,1,1,3,3,2019-2020,0,6.75,300,22,51900
005654,037,11,01,2,2,1,35,1,1,2,99,2,2,99,1,1,1,55,2,2,6,2,4,6,2,2,1,2,1,0,0,0,0,2,2,2,2,2,1,3,6,4,1,1,1,99,1,2,1,1,1,0,2,5,2,2019-2020,0,10,30,55,21455
005655,096,11,01,2,1,1,63,2,1,4,6,1,2,1,4,1,1,105,2,2,1,2,1,4,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,3,6,4,2,1,2,1,1,1,1,1,1,0,2,2,3,2019-2020,1,10,49,105,41834
005655,272,11,01,2,2,1,35,2,1,4,6,1,1,1,4,2,1,84,2,2,6,2,4,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,3,2,2,1,1,1,2,1,0,2,4,3,2019-2020,0,6,120,84,51130
005657,131,11,01,2,1,1,46,1,1,4,6,1,1,2,1,1,1,58,2,2,1,1,1,5,2,2,1,2,1,1,0,0,0,1,2,2,2,2,1,3,5,4,4,3,2,1,1,2,5,1,1,0,2,4,2,2019-2020,1,3.9166667,45,58,21799
005662,212,11,01,2,2,1,56,2,1,4,6,1,1,1,1,2,1,72,1,2,1,1,1,3,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,3,2,2,1,1,1,1,1,0,3,4,3,2019-2020,0,32,0,72,15736
005663,003,11,04,2,2,2,25,6,1,3,6,2,1,2,1,2,1,51,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,3,2,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,4,599,51,16890
005663,080,11,01,2,2,1,42,2,1,3,2,99,99,1,5,2,1,31,2,2,6,2,4,11,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,3,1,3,2,2,2,1,1,1,1,1,1,2,4,3,2019-2020,0,1,599,31,26321
005663,080,11,02,2,2,2,42,2,1,3,2,99,99,2,5,2,1,30,2,2,6,2,4,10,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,3,1,3,2,2,2,1,1,1,1,1,1,2,4,3,2019-2020,0,.41666666,599,30,25916
005666,202,11,02,2,1,2,66,2,1,1,99,2,2,99,1,1,1,98,2,2,2,2,2,4,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,7,5,4,3,1,2,1,1,1,1,1,1,0,2,2,3,2019-2020,1,40,100,98,62431
005672,065,11,01,2,2,1,34,1,1,4,6,1,1,1,1,2,1,84,1,2,1,1,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,4,2,1,2,2,6,99,5,,1,0,1,1,3,2019-2020,0,8,30,84,26891
005677,017,11,02,2,1,2,53,2,2,1,99,2,2,99,1,2,2,40,1,,6,1,4,6,2,2,1,1,0,0,1,0,0,2,2,2,2,2,1,1,5,1,3,1,2,1,1,2,1,1,1,1,3,5,3,2019-2020,1,3,99,0,47341
005677,017,11,05,2,2,1,30,1,1,4,6,1,1,2,5,2,1,84,2,2,6,1,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,1,2,1,1,2,1,1,1,1,3,5,3,2019-2020,0,2,99,84,47006
005677,049,11,01,2,2,1,42,1,1,3,6,1,1,1,3,2,1,48,1,2,6,1,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,4,1,1,6,99,7,99,4,1,1,0,1,6,3,2019-2020,0,4,49,48,29058
005677,051,11,02,2,1,1,34,1,1,4,6,1,1,1,5,2,1,84,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,1,1,6,99,7,99,4,1,1,0,2,2,3,2019-2020,1,10,99,84,56611
005680,065,11,03,2,2,2,53,6,1,4,2,99,99,2,5,2,1,40,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,7,5,4,4,3,2,2,4,99,7,1,1,0,2,3,3,2019-2020,0,18,97,40,19904
005681,113,11,03,2,1,1,34,1,1,4,6,1,1,2,1,2,2,60,2,2,6,2,4,8,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,4,6,5,2,2,4,99,5,1,1,1,2,6,3,2019-2020,1,2,80,12,38293
005681,238,11,01,2,2,1,50,2,1,3,2,99,99,1,5,1,1,45,1,2,6,3,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,7,5,2,4,3,6,99,4,99,5,1,1,1,2,4,3,2019-2020,0,18.25,197,45,29948
005681,239,11,02,2,1,2,46,6,1,1,99,1,1,99,1,2,1,56,2,2,8,1,4,8,2,1,1,1,0,1,0,0,0,2,2,2,2,2,1,1,5,4,2,2,2,2,7,99,5,,1,0,2,2,3,2019-2020,1,4,60,56,18085
005682,055,11,01,2,2,1,51,1,1,4,6,1,1,2,4,2,1,60,2,2,7,2,4,5,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,2,1,2,1,1,1,1,1,1,0,2,2,3,2019-2020,0,27,50,60,13368
005684,018,11,02,2,1,2,28,1,1,4,6,2,2,7,1,1,1,54,1,2,6,1,4,6,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,7,5,4,1,0,6,99,5,99,4,2,1,1,2,4,3,2019-2020,1,7,200,54,13834
005684,019,11,02,2,2,2,35,2,1,1,99,2,1,99,1,2,1,44,2,2,4,2,4,6,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,7,5,4,7,5,2,1,5,99,4,1,1,0,2,3,3,2019-2020,0,4,99,44,22847
005684,025,11,02,2,1,1,45,5,1,3,2,99,99,2,5,2,1,40,1,2,6,1,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,4,8,4,2,1,5,99,4,1,1,1,2,2,3,2019-2020,1,15,499,40,30772
005684,060,11,01,2,2,1,52,1,1,3,2,99,99,1,5,1,1,37,1,2,6,1,4,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,5,5,4,6,3,2,1,7,99,4,1,1,0,3,3,3,2019-2020,0,21,500,37,27901
005685,072,11,02,2,1,1,45,6,1,2,99,2,2,99,1,2,1,27,2,2,1,1,4,8,2,1,1,2,1,0,0,0,0,2,2,2,2,2,1,3,5,3,3,3,2,1,1,1,1,1,1,0,3,4,3,2019-2020,1,16,100,27,15270
005687,054,11,01,2,2,2,53,2,1,3,2,99,99,1,5,2,1,29,2,2,6,2,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,1,1,1,3,5,3,2019-2020,0,20,0,29,49241
005687,054,11,02,2,2,1,55,2,1,3,2,99,99,1,5,2,1,35,2,2,6,2,4,10,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,1,1,1,3,5,3,2019-2020,0,15,0,35,22715
005687,082,11,01,2,2,2,53,5,1,3,2,99,99,1,5,2,1,30,1,,6,2,1,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,3,2,2,2,1,1,1,1,1,1,2,2,3,2019-2020,0,30,0,30,26175
005691,022,11,01,2,2,1,52,2,1,3,2,99,99,1,5,2,1,40,2,2,6,2,4,11,2,1,1,1,1,0,1,0,0,1,2,2,2,2,1,1,1,1,5,3,2,1,1,1,1,1,1,1,2,4,3,2019-2020,0,16,0,40,28662
005691,035,11,01,2,2,1,45,1,1,3,2,99,99,2,5,2,1,30,1,2,3,1,4,11,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,1,7,4,2,1,1,1,1,1,1,1,3,5,3,2019-2020,0,.5,0,30,24546
005691,035,11,02,2,1,2,39,1,1,3,2,99,99,2,5,2,1,30,2,2,1,1,4,11,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,7,4,2,1,1,1,1,1,1,1,3,5,3,2019-2020,1,.5,0,30,30532
005691,141,11,02,2,2,2,63,2,1,2,99,2,1,99,1,2,1,48,2,2,6,2,1,8,2,1,1,1,1,0,1,0,0,2,2,2,2,1,1,1,3,1,6,2,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,15,0,48,38621
005692,068,11,01,2,2,1,35,2,1,3,6,2,1,2,2,2,1,71,2,1,6,1,4,5,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,2,1,1,99,1,1,1,2,1,1,2,5,3,2019-2020,0,.66666669,250,71,21802
005692,080,11,01,2,2,1,47,1,1,3,2,99,99,2,5,1,1,60,2,2,1,2,1,11,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,2,1,1,1,1,1,0,3,6,3,2019-2020,0,.16666667,246,60,77333
005694,002,11,01,2,2,1,43,2,1,3,3,99,99,2,5,2,1,40,2,2,1,1,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,3,1,3,1,4,3,2,1,1,1,1,1,1,1,3,5,3,2019-2020,0,4,0,40,31022
005694,002,11,02,2,2,2,48,2,1,3,2,99,99,6,5,2,1,40,2,2,6,2,4,11,2,1,1,2,1,0,0,0,0,1,2,2,2,2,3,1,3,1,4,3,2,1,1,1,1,1,1,1,3,5,3,2019-2020,0,3,0,40,36741
005694,060,11,01,2,2,1,57,2,1,3,2,99,99,1,5,2,1,40,2,2,1,1,4,8,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,3,1,5,4,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,3,0,40,22614
005694,060,11,02,2,2,2,54,2,1,3,2,99,99,1,5,2,1,42,2,2,1,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,5,4,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,11,0,42,55168
005694,075,11,03,2,2,1,32,6,1,1,99,1,1,99,1,2,1,45,2,2,1,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,8,5,2,1,1,1,1,1,1,1,3,7,3,2019-2020,0,1.5,0,45,15930.094
005694,118,11,01,2,2,1,64,2,1,3,2,99,99,1,5,2,1,41,2,2,1,2,1,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,3,3,5,4,5,3,2,2,1,1,1,1,1,0,4,5,3,2019-2020,0,35,150,41,22590
005697,081,11,04,2,2,1,30,1,1,3,6,1,1,2,2,1,2,48,2,2,3,1,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,3,5,3,4,3,2,1,1,1,1,1,1,0,4,5,3,2019-2020,0,.66666669,299,93,38175
005697,134,11,01,2,2,1,65,1,1,3,2,99,99,2,5,2,1,40,2,2,1,3,1,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,6,1,6,4,2,1,1,1,1,1,1,1,4,6,3,2019-2020,0,10,300,40,15121
005698,032,11,01,2,2,1,30,1,1,3,2,99,99,6,5,2,1,35,2,2,1,1,1,7,2,1,1,2,1,0,0,0,0,1,2,2,2,2,4,3,6,4,2,1,6,99,2,1,2,1,1,1,2,3,3,2019-2020,0,5,150,35,16328
005698,065,11,01,2,2,1,57,2,1,3,1,99,99,1,99,2,1,76,2,2,5,2,4,6,2,1,1,2,0,1,0,0,0,2,2,2,1,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,36,499,76,46357
005698,065,11,04,2,2,1,33,5,1,3,1,99,99,1,99,2,1,84,2,2,6,2,4,6,2,1,1,2,1,0,0,0,0,2,2,2,1,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,12,499,84,41480
005698,145,11,01,2,2,1,61,4,1,3,2,99,99,1,5,2,1,40,2,2,1,2,1,8,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,3,6,4,2,1,6,99,1,1,1,1,1,0,1,1,3,2019-2020,0,10,150,40,17842
005699,053,11,01,2,2,1,39,2,1,3,6,2,2,2,1,2,1,46,2,2,6,2,4,9,2,2,1,2,0,0,0,0,1,1,2,2,2,2,4,1,3,1,3,2,6,99,1,1,2,2,1,1,2,5,3,2019-2020,0,2,0,46,18182
005699,062,11,01,2,2,2,52,5,1,3,2,99,99,1,5,1,1,58,1,2,6,2,4,9,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,5,3,2019-2020,0,30,0,58,59069
005699,080,11,01,2,2,1,42,2,1,3,2,99,99,2,5,2,1,40,2,2,1,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,3,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,8,0,40,52643
005699,080,11,02,2,2,2,38,2,1,3,2,99,99,6,5,1,1,58,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,6,3,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,3.5833333,0,58,98227
005700,029,11,01,2,2,2,53,4,1,3,6,1,1,2,2,1,2,50,1,2,1,2,4,8,2,1,1,1,1,1,1,0,0,1,2,2,2,2,1,1,1,1,3,2,6,99,1,1,1,1,1,1,1,1,3,2019-2020,0,18.916666,0,54,23880
005700,047,11,01,2,2,2,52,6,1,1,99,2,2,99,1,2,2,60,2,2,1,3,4,11,2,1,1,2,1,0,0,0,0,2,2,2,2,2,2,1,1,1,3,2,1,99,1,1,1,1,1,1,1,1,3,2019-2020,0,15,650,30,13133.062
005700,083,11,01,2,2,1,45,2,1,3,2,99,99,1,5,2,1,30,1,2,1,1,4,11,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,3,1,1,0,2,2,1,1,1,1,1,1,2,3,3,2019-2020,0,6,0,30,62873
005700,083,11,02,2,2,2,42,2,1,3,2,99,99,6,5,2,1,36,1,2,7,2,4,11,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,3,1,1,0,2,2,1,1,1,1,1,1,2,3,3,2019-2020,0,5,0,36,24537
005701,035,11,01,2,2,2,56,5,1,1,99,2,2,99,1,2,1,98,2,2,1,1,1,7,2,2,1,1,0,0,0,0,1,2,2,2,1,2,1,3,5,3,2,1,2,2,1,1,1,2,1,0,1,2,3,2019-2020,0,30,0,98,57794
005701,108,11,02,2,2,2,29,6,2,3,6,1,1,2,4,2,2,50,1,2,3,1,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,2,1,1,1,1,1,0,3,4,3,2019-2020,0,1.9166666,300,0,26998
005702,040,11,01,2,2,2,47,5,1,3,2,99,99,1,5,2,1,30,2,2,1,2,1,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,1,1,1,1,2,3,2019-2020,0,19,599,30,25096
005702,081,11,01,2,2,1,52,1,1,3,2,99,99,1,5,2,1,30,2,1,1,2,1,10,2,2,1,1,0,1,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,31,300,30,26305
005703,006,11,01,2,2,1,72,2,1,1,99,1,1,99,1,2,1,66,2,2,6,2,1,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,1,2,3,2019-2020,0,30,0,66,47669
005703,027,11,04,2,1,2,23,6,1,1,99,2,2,99,1,2,1,98,2,2,6,2,4,6,2,1,1,1,1,1,0,0,0,2,2,2,2,1,1,1,5,1,4,3,2,1,1,1,1,1,1,0,4,5,3,2019-2020,1,4,400,98,8831
005703,069,11,01,2,2,1,41,2,1,3,2,99,99,2,5,2,1,50,2,1,6,1,1,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,2,1,3,2,2,2,1,1,1,1,1,1,2,5,3,2019-2020,0,.5,400,50,39327
005703,132,11,01,2,2,2,42,6,1,3,2,99,99,1,5,2,1,35,2,2,1,3,4,10,2,1,1,1,1,0,1,0,0,1,2,2,2,2,2,1,5,1,4,3,2,2,1,1,1,1,1,1,1,2,3,2019-2020,0,1.6666666,0,35,36655
005703,195,11,01,2,2,2,59,2,1,3,6,1,1,1,1,2,1,48,2,2,1,2,1,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,2,0,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,40,400,48,15380
005707,001,11,03,2,2,2,43,5,2,3,2,99,99,1,5,2,2,30,1,,1,1,4,10,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,4,6,2,2,1,1,1,1,1,1,1,2,4,3,2019-2020,0,18,300,0,24050
005707,054,11,01,2,2,1,60,2,2,3,2,99,99,1,5,1,2,50,2,2,1,1,1,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,7,6,2,1,1,1,1,1,1,1,5,7,3,2019-2020,0,35,300,20,113646
005707,054,11,03,2,2,2,30,6,1,3,6,1,1,2,3,2,1,42,2,2,1,1,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,7,6,2,1,1,1,1,1,1,1,5,7,3,2019-2020,0,4,300,42,25491
005707,054,11,04,2,2,2,28,6,1,3,2,99,99,6,5,1,1,42,2,2,1,1,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,7,6,2,1,1,1,1,1,1,1,5,7,3,2019-2020,0,2.75,300,42,57281
