conglome,vivienda,hogar,codperso,ocupinf_t1,ocupinf_t2,sexo,edad,estadocivil,tuvotrabajo,categoria_trabajador,trabajopara,registrosunat,cuentassunat,tipocontrato,numpersonastrabajo,tuvootrotrabajo,normtrabaja,horas_normtrabaja,disponiblehorastrabajar,deseaotrotrabajo,antepasadosconsidera,perteneceindig,lenguamaterna,niveleduc,asiste_educ,usointernet,viviadistrito,padece_enfer,sintoma_malestar,enfermedad,recaida,accidente,notuvoenf,essalud,seguroprivado,eps,seguroffaa,sis,tipovivienda,materialparedes,materialpisos,materialtechos,habitaciones,habitacionesdormir,vivienda_status,viviendatitulo,agua_procedencia,agua_potable,conexionsshh,electricidad,celular,internet,personas_ingresos,personas_hogar,pobreza,periodo,status_inf,tiempotrabajo,alquiler,horastotales_sempasada,ingtrabw
005707,142,11,01,2,2,1,50,1,1,1,99,2,2,99,1,1,1,54,2,2,1,1,4,6,2,1,1,2,0,0,0,0,1,2,2,2,2,1,1,1,5,1,3,2,2,1,1,1,1,1,1,1,3,6,2,2019-2020,0,20,120,54,20484
005709,026,11,01,2,2,1,46,2,1,2,99,2,2,99,1,2,1,47,2,2,1,1,1,5,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,3,5,4,3,2,2,1,1,1,1,1,1,1,4,6,3,2019-2020,0,30,100,47,8672
005709,026,11,02,2,1,2,46,2,1,3,2,99,99,2,5,1,1,36,2,2,1,1,1,5,2,2,1,1,1,1,1,0,0,1,2,2,2,2,1,3,5,4,3,2,2,1,1,1,1,1,1,1,4,6,3,2019-2020,1,1.25,100,36,7135
005709,038,11,01,2,2,1,64,1,1,3,2,99,99,1,5,2,1,40,2,2,1,2,1,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,3,5,4,2,1,6,99,1,1,1,1,1,1,2,3,3,2019-2020,0,35,59,40,22614
005709,038,11,02,2,2,2,40,1,1,3,2,99,99,6,5,2,1,30,1,2,1,1,1,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,3,5,4,2,1,6,99,1,1,1,1,1,1,2,3,3,2019-2020,0,.16666667,59,30,24696
005712,007,11,02,2,2,2,46,2,1,3,2,99,99,1,5,1,2,27,2,2,1,2,1,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,3,1,5,1,3,2,2,1,1,1,1,2,1,1,4,5,3,2019-2020,0,18,500,24,31534
005712,056,11,01,2,2,2,59,5,1,3,2,99,99,2,5,1,1,49,2,2,6,2,1,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,28,0,49,31205
005712,105,11,01,2,2,1,46,2,1,3,6,1,1,2,5,2,1,61,2,2,1,2,1,11,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,3,2,2,2,1,1,1,1,1,1,3,5,3,2019-2020,0,2.8333333,0,61,91345
005712,137,11,01,2,2,1,53,2,1,3,2,99,99,1,5,2,1,40,2,1,7,1,1,9,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,0,3,4,3,2019-2020,0,12,499,40,16947
005712,137,11,02,2,2,2,52,2,1,3,2,99,99,2,5,2,1,48,2,2,1,2,1,8,2,1,1,1,1,1,1,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,0,3,4,3,2019-2020,0,.41666666,499,48,14027
005713,043,11,01,2,1,1,61,3,1,2,99,2,2,99,1,2,1,41,2,2,1,2,4,9,2,2,1,1,1,0,0,1,0,2,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,2,5,3,2019-2020,1,40,200,41,10153
005713,089,11,01,2,2,1,41,1,1,1,99,2,2,99,1,2,1,51,2,2,6,2,4,8,2,2,1,2,1,0,0,0,0,2,2,2,2,2,1,1,5,1,5,2,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,15,0,51,19412
005713,089,11,02,2,2,2,39,1,1,1,99,2,2,99,1,1,1,45,2,2,6,2,4,10,2,1,1,1,1,0,1,0,0,2,2,2,2,2,1,1,5,1,5,2,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,8,0,45,52242
005716,013,12,01,2,2,1,47,2,2,3,2,99,99,6,5,2,2,60,2,2,1,1,4,6,2,1,1,1,1,0,0,1,0,1,2,2,2,2,1,1,5,1,5,3,2,3,1,1,1,1,1,1,1,5,3,2019-2020,0,14.083333,478,0,22152
005716,071,11,01,2,2,1,36,2,1,3,6,2,2,2,5,2,1,72,2,2,8,2,1,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,5,1,2,1,6,99,1,1,1,1,1,0,2,5,2,2019-2020,0,3,281,72,23779
005716,090,11,01,2,2,1,66,2,1,3,2,99,99,1,5,2,1,40,2,2,6,2,6,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,4,1,5,1,2,1,2,1,2,1,2,1,1,0,1,2,3,2019-2020,0,30,199,40,22454
005717,048,11,01,2,2,1,50,2,1,1,99,2,1,99,1,2,1,80,1,,1,2,4,6,2,1,1,2,1,0,0,0,0,2,2,2,1,2,1,1,5,1,6,5,1,99,1,1,1,1,1,1,1,3,3,2019-2020,0,5,400,80,15925
005726,008,11,01,2,2,2,49,5,1,3,2,99,99,1,5,1,1,51,2,2,1,1,4,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,0,2,5,3,2019-2020,0,18,600,51,30521
005726,023,11,01,2,2,1,49,2,2,3,2,99,99,1,5,2,2,30,1,2,1,2,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,2,4,3,2019-2020,0,18,500,0,34736
005726,023,11,02,2,2,2,50,2,2,3,2,99,99,1,5,2,2,30,1,2,1,1,1,8,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,2,4,3,2019-2020,0,20,500,0,28714
005728,007,11,01,2,2,2,57,4,1,3,2,99,99,1,5,1,1,79,2,2,1,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,1,2,3,2019-2020,0,32,0,79,63463
005728,116,11,01,2,2,2,29,1,1,1,99,2,2,99,1,2,1,56,2,2,1,1,1,7,2,1,1,2,0,0,0,0,1,2,2,2,2,1,1,1,5,1,3,2,6,99,1,1,1,1,1,1,2,4,3,2019-2020,0,4,199,56,22172
005728,116,11,02,2,2,1,34,1,1,3,2,99,99,2,5,2,1,43,2,2,8,3,1,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,6,99,1,1,1,1,1,1,2,4,3,2019-2020,0,1,199,43,36724
005748,009,11,01,2,1,1,60,2,1,1,99,1,1,99,1,1,1,75,2,2,1,3,1,9,2,2,1,1,1,1,0,0,0,2,2,2,2,1,1,3,6,4,6,2,2,2,1,1,1,1,1,1,3,3,3,2019-2020,1,14.25,99,75,42073
005748,024,11,01,2,2,1,49,2,1,3,2,99,99,1,5,2,1,43,1,2,1,1,1,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,4,3,2,1,99,1,1,1,1,1,1,2,6,3,2019-2020,0,9,150,43,31002
005748,024,11,02,2,2,2,43,2,1,3,2,99,99,1,5,1,1,47,2,2,1,1,1,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,4,3,2,1,99,1,1,1,1,1,1,2,6,3,2019-2020,0,16,150,47,38602
005748,085,11,01,2,2,1,61,2,1,4,2,99,99,1,5,1,1,56,2,2,1,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,4,4,2,2,1,1,1,1,1,1,0,2,2,3,2019-2020,0,31,49,56,15155
005749,009,11,01,2,2,2,45,6,1,3,2,99,99,2,5,2,1,35,2,2,5,1,1,11,2,1,1,1,1,1,1,0,0,1,2,2,2,2,1,3,6,4,3,2,6,99,1,1,1,1,1,0,1,1,3,2019-2020,0,10,149,35,28315
005749,050,11,01,2,1,1,32,2,1,1,99,2,2,99,1,2,1,45,2,2,1,1,1,6,2,1,1,2,0,0,0,0,1,2,2,2,2,1,1,1,6,1,2,1,2,2,1,1,1,1,1,1,3,5,3,2019-2020,1,12,100,45,10248
005749,089,11,01,2,2,1,51,5,1,3,2,99,99,2,5,2,2,40,2,2,6,1,1,6,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,5,1,2,0,6,99,1,1,1,1,1,1,1,1,3,2019-2020,0,3,150,54,15481
005749,114,11,02,2,2,1,34,1,1,4,5,2,2,2,4,2,1,58,2,2,1,1,1,8,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,1,1,1,2,1,1,1,1,1,1,0,2,3,3,2019-2020,0,1,79,58,12155
005815,163,11,01,2,2,1,59,2,1,3,2,99,99,1,5,1,1,44,2,2,1,2,1,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,3,6,3,4,3,2,1,1,2,4,1,1,1,1,1,3,2019-2020,0,35,25,44,32424
005838,004,11,01,2,1,2,58,3,1,2,99,2,1,99,1,1,1,90,2,2,1,1,1,4,2,2,1,1,1,0,1,0,0,1,2,2,2,2,1,1,5,1,4,2,2,1,1,2,1,1,1,1,2,2,3,2019-2020,1,25,400,90,29383.824
005838,004,11,02,2,2,1,28,6,1,2,99,2,1,99,1,1,1,40,2,2,1,3,4,6,2,1,1,2,0,0,0,0,1,2,2,2,2,1,1,1,5,1,4,2,2,1,1,2,1,1,1,1,2,2,3,2019-2020,0,.83333331,400,40,16927
005838,016,11,01,2,2,1,46,2,1,3,2,99,99,1,5,2,1,84,2,2,1,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,2,1,2,1,1,1,1,1,1,1,1,1,3,2019-2020,0,29,150,84,16633
005838,076,11,02,2,2,2,55,2,1,2,99,2,2,99,1,2,1,81,2,2,2,2,2,5,2,2,1,1,1,0,0,0,0,2,2,2,2,1,1,3,5,4,4,1,1,99,1,2,1,1,1,0,2,3,3,2019-2020,0,12,750,81,39306
005841,128,11,01,2,1,2,31,5,1,4,2,99,99,2,5,1,1,99,2,2,1,1,1,6,2,2,1,2,0,1,0,0,0,1,2,2,2,2,1,3,6,4,1,0,6,99,1,2,5,1,1,0,1,5,1,2019-2020,1,.33333334,20,99,11330.719
005842,014,11,01,2,1,2,31,1,1,1,99,2,2,99,1,2,1,33,2,2,8,3,4,8,2,1,1,2,1,0,0,0,0,2,2,2,2,2,1,3,6,4,1,0,6,99,1,1,4,1,1,0,1,3,3,2019-2020,1,2,99,33,25252
005849,054,11,03,2,2,2,52,2,1,3,2,99,99,1,5,2,1,30,2,2,6,1,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,7,3,2,1,1,1,1,1,1,1,4,4,3,2019-2020,0,31.25,1000,30,34634
005849,054,11,04,2,2,1,52,2,1,3,6,1,1,1,5,2,1,48,2,2,6,1,4,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,7,3,2,1,1,1,1,1,1,1,4,4,3,2019-2020,0,17.25,1000,48,105946
005849,100,11,02,2,2,2,48,5,1,3,2,99,99,6,5,2,1,40,2,1,6,1,4,8,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,0,2,4,3,2019-2020,0,5.1666665,700,40,12652
005849,112,11,01,2,2,1,29,6,1,3,2,99,99,1,5,2,1,40,1,2,6,2,4,8,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,2,1,1,0,1,99,1,1,1,2,1,0,1,1,3,2019-2020,0,.16666667,120,40,12042
005854,030,11,02,2,2,2,64,2,1,3,2,99,99,1,5,2,1,40,2,2,6,1,4,6,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,4,4,1,2,1,1,1,1,1,1,1,2,2,3,2019-2020,0,37.25,499,40,10988
005854,048,11,01,2,1,1,63,3,1,3,6,1,1,1,4,2,1,40,2,2,6,1,4,10,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,1,1,5,3,2,1,1,1,1,1,1,0,3,7,3,2019-2020,1,34,0,40,45077
005854,048,11,04,2,2,1,30,1,1,3,2,99,99,6,5,2,1,48,2,2,6,2,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,1,1,5,3,2,1,1,1,1,1,1,0,3,7,3,2019-2020,0,.91666669,0,48,20072
005854,066,11,01,2,2,1,56,1,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,8,2,1,1,1,0,1,0,0,0,1,2,2,2,2,3,1,5,1,1,0,1,99,1,1,1,1,1,0,2,2,3,2019-2020,0,31,149,30,27408
005854,066,11,02,2,2,2,40,1,1,3,2,99,99,2,5,2,1,21,2,2,6,2,4,11,1,1,1,1,0,1,0,0,0,1,2,2,2,2,3,1,5,1,1,0,1,99,1,1,1,1,1,0,2,2,3,2019-2020,0,3,149,21,25899
005856,012,11,01,2,2,1,28,2,1,2,99,2,1,99,1,2,1,48,2,2,6,2,4,11,2,1,1,2,1,0,0,0,0,2,2,2,2,2,2,1,3,1,2,1,1,99,1,1,1,2,1,1,2,3,3,2019-2020,0,6.5,350,48,38379
005856,012,11,02,2,2,2,28,2,1,2,99,2,1,99,1,2,1,44,2,2,6,2,4,11,2,1,1,1,1,1,0,0,0,2,2,2,2,2,2,1,3,1,2,1,1,99,1,1,1,2,1,1,2,3,3,2019-2020,0,5.5,350,44,36019
005856,074,11,01,2,2,2,53,5,1,3,2,99,99,1,5,2,1,40,1,,6,2,4,11,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,4,2,1,99,1,1,1,1,1,1,3,3,3,2019-2020,0,14.916667,950,40,49085
005856,074,11,02,2,2,1,27,6,1,3,6,1,1,2,2,2,1,48,2,2,6,1,4,9,1,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,3,1,4,2,1,99,1,1,1,1,1,1,3,3,3,2019-2020,0,1.25,950,48,15671
005856,105,11,02,2,2,2,59,2,1,2,99,2,1,99,1,2,1,73,2,2,6,2,4,6,2,2,1,1,1,0,0,0,0,2,2,2,1,2,1,1,3,1,5,2,2,1,1,1,1,1,1,1,2,2,3,2019-2020,0,20.166666,400,73,9008
005856,135,11,01,2,2,2,58,3,1,3,2,99,99,1,5,2,1,40,2,2,6,2,4,10,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,3,1,4,2,2,1,1,1,1,1,1,1,1,2,3,2019-2020,0,20.5,700,40,55716
005859,030,11,01,2,2,1,43,2,1,3,6,1,1,1,5,2,2,48,2,2,6,2,4,11,1,1,1,2,0,0,0,0,1,1,1,2,2,2,1,1,3,1,12,7,2,1,1,1,1,1,1,1,2,5,3,2019-2020,0,5.75,0,84,137941.75
005859,061,11,01,2,2,1,48,2,2,3,2,99,99,1,5,2,2,30,1,2,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,6,4,2,2,1,1,1,2,1,1,3,5,3,2019-2020,0,12.166667,500,0,26265
005859,092,11,01,2,2,2,52,5,1,3,2,99,99,2,5,2,1,40,2,2,6,2,4,10,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,3,3,3,2019-2020,0,.083333336,600,40,54416
005860,051,11,01,2,2,1,51,2,2,3,2,99,99,1,5,1,2,60,2,2,6,2,4,11,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,4,11,5,2,1,1,1,1,1,1,1,2,4,3,2019-2020,0,21,0,48,73565
005860,051,11,02,2,2,2,52,2,1,3,2,99,99,1,5,2,1,48,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,4,11,5,2,1,1,1,1,1,1,1,2,4,3,2019-2020,0,31,0,48,15348
005863,051,11,03,2,2,1,41,6,1,3,2,99,99,2,5,2,1,30,2,2,4,1,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,4,3,4,4,3,2,1,1,1,1,1,1,1,2,3,3,2019-2020,0,.5,500,30,25801
005867,034,11,01,2,2,1,53,2,1,3,2,99,99,1,5,2,1,32,2,2,5,2,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,3,3,1,3,4,2,2,2,1,1,1,2,1,1,2,4,3,2019-2020,0,25.166666,500,32,48009
005867,079,11,02,2,2,1,35,6,1,3,6,2,1,2,1,2,1,24,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,3,4,4,2,2,2,1,1,1,1,1,0,3,3,3,2019-2020,0,.91666669,800,24,6662
005879,035,11,02,2,2,2,62,2,1,3,2,99,99,1,5,1,1,55,2,2,6,2,4,11,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,9,4,2,2,1,1,1,1,1,1,2,2,3,2019-2020,0,31.166666,499,55,67510
005882,030,11,01,2,2,1,55,2,1,3,6,2,1,1,1,2,1,48,2,2,6,2,4,8,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,1,5,2,2,1,1,1,1,1,1,1,2,2,3,2019-2020,0,12.5,500,48,58905
005882,042,11,01,2,2,1,48,5,1,3,2,99,99,1,5,2,1,40,2,1,6,2,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,3,4,4,2,2,2,1,1,1,1,1,0,1,1,3,2019-2020,0,19,299,40,31133
005882,064,11,01,2,2,1,52,1,1,3,2,99,99,6,5,2,1,44,1,2,6,2,4,11,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,3,1,7,2,2,1,1,1,1,1,1,1,2,2,3,2019-2020,0,7,999,44,46788
005885,033,11,01,2,2,1,39,6,1,3,2,99,99,2,5,2,1,30,2,2,5,1,4,10,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,5,1,1,0,1,99,1,1,1,2,1,0,1,1,3,2019-2020,0,1,119,30,26039
005885,071,11,02,2,2,2,52,2,2,3,2,99,99,1,5,2,2,30,2,2,5,2,4,10,2,2,1,1,0,1,0,0,0,1,2,2,2,2,1,1,5,4,3,2,2,1,1,1,1,1,1,0,3,3,3,2019-2020,0,30,300,0,24829
005886,094,11,01,2,2,2,62,6,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,10,2,2,1,2,0,1,0,0,0,1,2,2,2,2,1,1,5,4,5,4,6,99,1,2,1,1,1,0,2,2,3,2019-2020,0,37.25,200,30,27867
005888,109,11,01,2,2,1,37,1,1,2,99,2,2,99,1,2,1,72,2,2,6,2,4,6,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,3,5,4,5,4,2,1,1,1,1,1,1,0,2,4,3,2019-2020,0,8,149,72,37170
005890,036,11,02,2,2,2,48,2,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,2,1,6,3,2,1,1,1,1,2,1,1,3,4,3,2019-2020,0,18,799,30,32646
005902,105,11,01,2,1,1,65,1,1,2,99,2,2,99,1,2,1,60,2,1,6,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,3,5,4,4,2,2,1,1,1,1,1,1,0,3,3,3,2019-2020,1,25.416666,200,60,15497
005902,105,11,02,2,2,2,57,1,2,3,2,99,99,1,5,2,2,40,1,1,6,1,4,8,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,3,5,4,4,2,2,1,1,1,1,1,1,0,3,3,3,2019-2020,0,25.166666,200,0,27659
005903,064,11,01,2,2,1,50,2,1,3,2,99,99,1,5,2,1,40,1,1,6,1,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,3,3,5,4,5,3,6,99,1,1,1,1,1,1,2,4,3,2019-2020,0,18.166666,300,40,30830
005903,064,11,02,2,2,2,47,2,1,3,2,99,99,6,5,2,1,45,1,2,6,2,4,8,2,1,1,1,1,1,0,0,0,1,2,2,2,2,3,3,5,4,5,3,6,99,1,1,1,1,1,1,2,4,3,2019-2020,0,5.0833335,300,45,14919
005903,121,11,01,2,2,1,60,2,1,3,2,99,99,1,5,1,1,42,1,,6,1,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,4,4,6,3,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,36.416668,600,42,43952
005903,121,11,02,2,2,2,61,2,1,3,2,99,99,1,5,1,1,48,1,,6,1,4,10,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,3,4,4,6,3,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,36.416668,600,48,36986
005906,059,11,01,2,2,2,57,5,1,3,2,99,99,1,5,2,1,30,2,2,6,1,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,3,5,3,6,3,1,99,1,1,1,1,1,0,2,3,3,2019-2020,0,35,299,30,30645
005920,009,11,01,2,2,2,63,5,1,2,99,2,2,99,1,2,1,98,2,2,6,2,4,5,2,1,1,1,0,1,0,0,0,2,2,2,2,2,1,1,3,4,2,1,2,2,1,2,1,1,1,0,1,1,3,2019-2020,0,30,899,98,6740
005920,035,11,01,2,2,1,44,2,1,3,2,99,99,1,5,1,1,44,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,4,2,1,1,99,1,1,1,1,1,1,2,3,3,2019-2020,0,9,200,44,62937
005920,035,11,02,2,2,2,47,2,1,2,99,2,2,99,1,1,1,96,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,3,5,4,2,1,1,99,1,1,1,1,1,1,2,3,3,2019-2020,0,10,200,96,77122
005920,088,11,01,2,2,1,65,1,1,2,99,2,2,99,1,1,1,64,2,2,6,2,4,5,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,3,5,4,2,1,1,99,1,2,1,1,1,1,2,2,3,2019-2020,0,10,197,64,42707
005923,045,11,03,2,2,2,22,6,1,3,6,1,1,2,5,1,1,68,2,2,5,2,4,8,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,3,5,4,4,2,2,2,1,2,3,1,1,1,3,3,3,2019-2020,0,1.25,50,68,25252
005924,074,11,02,2,2,2,49,1,1,2,99,2,2,99,1,2,1,28,2,2,6,2,4,6,2,2,1,1,1,0,0,0,0,2,2,2,2,1,1,3,5,4,4,1,2,2,1,2,3,1,1,0,2,2,3,2019-2020,0,14,49,28,11227
005941,001,11,02,2,2,2,49,1,2,3,2,99,99,1,5,1,2,30,1,2,6,1,4,10,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,3,5,4,8,2,2,2,6,99,3,1,1,0,3,5,3,2019-2020,0,30.25,50,10,34070
005957,010,11,01,2,1,1,64,1,1,3,2,99,99,1,5,2,1,36,2,2,6,2,4,8,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,1,6,4,4,2,2,2,1,2,1,1,1,0,2,2,2,2019-2020,1,35.083332,27,36,29347
005967,010,11,01,2,2,1,44,1,1,4,2,99,99,2,5,1,1,60,2,2,4,2,4,3,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,4,6,4,2,1,2,2,1,1,1,1,1,0,2,3,3,2019-2020,0,.66666669,50,60,19513
005972,178,11,02,2,1,2,32,1,1,4,6,1,1,2,3,2,1,48,2,2,6,2,4,3,2,2,1,2,0,1,0,0,0,1,2,2,2,2,1,1,5,1,4,2,2,2,1,2,4,1,1,0,3,5,3,2019-2020,1,.083333336,27,48,13870
005977,103,11,01,2,2,1,60,6,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,10,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,3,6,4,1,1,6,99,1,2,4,1,1,0,1,1,3,2019-2020,0,38,59,30,34599
005980,155,11,01,2,2,1,40,2,1,3,2,99,99,2,5,1,1,56,2,2,6,2,4,8,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,3,1,11,3,2,2,1,2,1,1,1,1,3,5,3,2019-2020,0,.41666666,197,56,38009
005990,016,11,01,2,2,1,37,6,1,3,2,99,99,6,5,2,1,46,2,2,6,2,4,11,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,4,4,2,2,2,1,2,1,1,1,0,1,1,3,2019-2020,0,3.5,500,46,110363
006011,003,11,01,2,2,1,47,1,1,3,2,99,99,1,5,1,1,58,2,2,4,2,4,8,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,4,6,3,4,1,2,2,1,1,1,1,1,0,2,3,3,2019-2020,0,17.25,114,58,31539
006011,066,11,01,2,1,1,39,1,1,4,2,99,99,6,5,1,1,53,1,2,6,2,4,6,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,4,6,3,4,2,2,2,1,1,1,1,1,0,1,2,3,2019-2020,1,3.1666667,50,53,16096.875
006026,043,11,01,2,2,1,50,5,1,3,6,1,1,1,5,2,1,60,2,2,1,2,1,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,4,3,2,2,1,1,1,1,1,1,1,2,4,3,2019-2020,0,10,190,60,18213
006026,070,11,01,2,2,1,56,5,1,4,6,1,1,2,2,2,1,48,2,2,1,1,1,6,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,1,7,6,2,2,1,1,1,1,1,0,2,4,2,2019-2020,0,4,200,48,13916
006026,110,11,01,2,2,2,32,5,1,3,6,1,1,1,1,2,1,48,2,2,4,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,7,5,2,3,2,2,1,1,1,1,1,1,1,1,3,3,2019-2020,0,6,200,48,19781
006027,055,11,02,2,2,1,51,1,1,4,6,1,1,2,4,2,1,48,1,2,6,2,4,7,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,8,5,4,3,2,2,1,1,1,1,1,1,1,2,2,3,2019-2020,0,.58333331,300,48,17787
006028,088,11,01,2,1,1,43,2,1,1,99,2,2,99,1,2,1,56,2,2,1,1,1,3,2,1,1,2,1,1,0,0,0,2,2,2,2,1,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,6,3,2019-2020,1,20,300,56,82003
006028,088,11,04,2,2,1,19,6,1,3,6,2,1,2,4,2,1,48,2,2,1,1,4,9,1,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,6,3,2019-2020,0,.83333331,300,48,16312
006029,050,11,01,2,2,2,46,5,1,4,5,1,1,2,5,1,1,44,1,2,6,2,4,6,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,7,5,4,5,3,3,1,1,1,1,1,1,1,3,3,3,2019-2020,0,.083333336,300,44,15438.619
006029,050,11,03,2,1,1,19,5,1,4,6,1,1,4,4,2,1,96,2,1,6,2,4,7,1,1,1,2,0,0,0,0,1,1,2,2,2,2,1,7,5,4,5,3,3,1,1,1,1,1,1,1,3,3,3,2019-2020,1,.25,300,96,12566
006029,092,11,01,2,2,1,25,1,1,4,6,1,1,2,5,2,1,48,1,2,6,2,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,7,5,4,3,2,1,99,1,1,1,1,1,1,2,3,3,2019-2020,0,1.9166666,150,48,14646
006032,010,11,01,2,2,1,51,1,1,4,6,1,1,2,4,2,1,56,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2019-2020,0,1.5,300,56,61939
006032,087,11,01,2,2,1,52,1,1,4,6,1,1,2,2,2,1,40,2,2,7,2,4,5,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,7,6,4,5,4,2,1,1,1,1,1,1,0,3,4,3,2019-2020,0,5,100,40,20393
